id,NTT-6N,NTC4,NTC5,NTC6,NTT4,NTT5,NTT6,MTT1,MTT2,MTT3,NTTR1,NTTR2,NTTR3,circ_ligase
MIR-466E-5P,7137,15598,13682,15709,2235,2538,3304,2128,2938,3081,989,4532,3194,1051.0
MIR-466F-5P,5375,5161,4727,5301,5051,5500,5485,4045,5265,5612,738,1732,2088,1167.0
MIR-466G,124,225,84,203,105,144,140,64,140,248,8,114,290,4138.0
MIR-466H,37470,33950,26528,28752,14965,15742,19440,17723,20794,23543,9717,24229,17204,2241.0
MIR-467A-star,265,97,57,33,230,276,292,178,186,222,544,213,1396,844.0
MIR-467AB,4498,3989,3511,3530,5329,5353,5541,3647,4972,5290,156,1515,292,11294.0
MIR-467B-star,176,102,59,92,201,133,256,121,235,323,182,109,310,3472.0
MIR-467C,4644,5567,4581,5443,6344,7319,6796,4309,6076,6034,817,1290,1755,3249.0
MIR-467D,2041,2286,2049,1963,2999,3309,3502,1969,2745,2572,463,496,585,138.0
MIR-467E,523,880,557,782,639,725,890,808,995,1035,1907,2863,3565,4492.0
MIR-468,46507,60394,53023,59424,78223,78805,75334,51392,72611,76685,19014,15765,19654,30408.0
MIR-469,398458,69785,72884,78616,330660,359748,333314,265097,373572,376743,70465,390571,334285,9330.0
MIR-470,1215,1616,1075,1598,1392,1824,2018,2394,3685,3933,3496,8115,13506,5426.0
MIR-471,15907,2947,2239,2567,11839,11846,12763,7645,10178,10828,3713,11013,13091,395.0
MIR-483-3P,325,198,272,207,221,306,235,246,446,619,3457,1154,2207,2176.0
MIR-483-3P-hsa,368,278,205,204,301,305,365,328,436,767,6589,1643,4044,4151.0
MIR-483-5P,4163,2287,1843,2735,1587,2084,2637,1476,2071,2673,195,839,1580,14686.0
MIR-483-5P-hsa,1989,908,800,1169,861,823,1087,671,804,1128,105,486,736,9932.0
MIR-484,984,665,584,487,891,967,975,1040,1546,1725,7965,4382,5015,29586.0
MIR-485-3P,2489,1600,1310,1401,1855,1781,1742,2148,3443,3284,12725,12702,14521,5427.0
MIR-485-3P-2,492,114,163,140,224,202,215,208,220,310,2062,2494,4336,170.0
MIR-485-5P,76509,11634,8957,9030,28961,27253,38217,21242,28201,34026,10639,50411,26489,10982.0
MIR-486-5P,27943,15170,12926,12757,26033,27225,29384,17914,25496,29292,5595,7896,10123,7340.0
MIR-487A,35,41,56,58,37,1,39,50,73,155,416,130,237,4267.0
MIR-487B,153,191,169,126,209,81,168,131,319,263,643,579,833,23720.0
MIR-488,2189,1469,1273,1207,1839,2301,2638,2802,4103,4398,3536,12196,8239,1202.0
MIR-488-hsa,2288,1279,1114,1233,1539,1855,2550,2476,3144,3927,4060,12020,7563,208.0
MIR-488-star,4840,2257,1690,1735,2527,2476,2769,1410,2332,3160,1564,2047,2089,4098.0
MIR-488-star-mmu,8234,4078,2979,2978,4247,4571,5507,2744,3530,5254,1514,3493,3136,11166.0
MIR-489-hsa,14543,2621,2378,2556,8260,9183,11418,5997,8637,11204,1938,11689,10156,9803.0
MIR-489-mmu,1881,353,447,396,1435,1828,1950,1126,1577,2156,139,1228,1549,13174.0
MIR-489-rno,1655,392,432,481,1397,1554,1847,1035,1666,2368,258,1102,1677,11987.0
MIR-490-3P,7829,9300,9154,9743,12829,11804,10893,6463,9780,7696,8577,2596,2013,15270.0
MIR-490-5P,137,151,107,100,171,188,274,234,315,252,526,826,916,5535.0
MIR-491-3P,6855,1560,1245,1257,4884,4802,5924,2929,4348,4964,6477,4991,5671,1398.0
MIR-491-5P,39144,19427,15152,16285,27073,26420,33386,17959,25563,28800,4611,10385,7054,1588.0
MIR-492,8644,6689,5029,5263,6481,6499,8304,5813,8171,8448,19107,29983,12419,7824.0
MIR-493,130582,48520,41396,46896,56932,58253,73994,45376,62984,69340,7009,36679,22162,12128.0
MIR-493-mmu,184082,73489,62953,71390,82858,86901,106784,66294,91455,102330,8658,51279,32019,13433.0
MIR-493-star,4514,2821,2028,2247,2169,2170,2827,3600,4681,5759,19283,19252,19978,590.0
MIR-494,4587,509,439,431,1486,1593,2496,1398,1715,2401,729,4013,2084,10038.0
MIR-495,82,102,63,114,92,118,75,74,147,102,1037,273,504,1557.0
MIR-496_1,26648,4029,3330,3249,11682,13092,16330,9523,12329,15215,4353,23761,18307,2695.0
MIR-496_3,5093,2132,1851,2127,2339,2706,3422,3702,5533,6208,8486,23312,18305,2447.0
MIR-497,3191,2848,2098,2376,4353,3927,4614,2654,3480,3373,7349,3011,2798,10275.0
MIR-497-2,464,2265,1621,1775,547,591,639,571,727,692,3730,1769,1604,4368.0
MIR-498,8978,5867,5087,4680,21987,20765,18039,12290,15910,14470,15673,8702,10438,9281.0
MIR-499-5P,376,532,318,366,523,511,577,912,1051,1033,6972,1877,3003,2850.0
MIR-500-3P,507,546,431,536,525,422,548,244,362,392,116,199,321,17124.0
MIR-500-3P-hsa,16188,8189,7235,7071,11526,11257,12349,7219,9751,11300,2107,3209,2620,12154.0
MIR-500-5P,2437,4326,4107,4936,3911,4056,4654,2312,3604,3881,627,2011,3760,22026.0
MIR-501-3P,1637,710,567,683,825,839,833,508,830,1103,186,396,696,10841.0
MIR-501-3P-hsa,418,240,98,210,226,206,392,175,306,433,338,1079,1453,15760.0
MIR-501-5P,695,709,597,594,737,630,836,329,619,542,247,554,734,15317.0
MIR-501-5P-hsa,1398,1707,1438,1835,2110,1990,2084,1086,1684,1695,348,872,1444,18804.0
MIR-502-3P,1731,797,661,831,815,1105,1090,600,851,978,238,613,1079,19993.0
MIR-502-5P,252,312,205,255,192,297,231,115,288,241,223,191,430,12413.0
MIR-503,8979,3772,3448,3578,3833,4133,5847,3382,4811,5911,1028,2290,1619,942.0
MIR-503-hsa,13599,5447,4996,5474,6518,6875,9714,5374,7572,9622,568,3000,2279,1789.0
MIR-504,30469,3637,2928,2745,14883,14701,18789,9235,11599,11996,8868,19395,8526,666.0
MIR-504-rno,27439,3972,3118,2948,15005,14653,18505,9903,12611,12848,13090,20849,10249,1452.0
MIR-505,19554,7210,5373,6272,8637,8244,9173,5657,8207,8785,23967,83479,48784,26012.0
MIR-505-mmu,10915,3357,2387,2680,3551,3788,4570,4023,5456,5537,16260,38127,28351,8741.0
MIR-506,3663,2453,1919,2349,3170,3234,3724,1883,2435,3061,499,2001,2707,13817.0
MIR-507,1225,1361,1084,1082,2013,2211,2025,1380,1998,1834,751,1300,2148,7188.0
MIR-508-3P,84917,40144,29687,35399,35016,36074,46625,26225,33444,34866,5410,58492,37475,6701.0
MIR-508-5P,11499,11264,9273,9638,14244,15083,16180,8459,11945,11986,1768,2765,2359,13701.0
MIR-509-3-5P,8073,3259,2886,3366,2551,2576,3224,2542,4326,6908,524,2161,2173,11925.0
MIR-509-3P,132948,53870,41342,47583,47069,51820,64984,41904,54097,55789,8849,37427,24350,2814.0
MIR-509-3P-mmu,76964,26882,20821,23504,34613,35861,45806,26150,35211,39711,6474,23784,12592,3364.0
MIR-509-3P-rno,77258,17112,13808,15698,19052,20120,26240,16107,21901,30678,4601,21642,14334,10856.0
MIR-509-5P-hsa,1161,1186,778,1136,1107,1273,1448,733,965,1534,640,988,1193,8052.0
MIR-509-5P-mmu,188,182,197,188,182,239,253,192,344,363,596,763,917,1145.0
MIR-509-5P-rno,110,187,73,187,130,116,200,168,243,315,687,572,569,1509.0
MIR-510,477,154,123,151,586,560,620,209,533,421,269,517,546,254.0
MIR-511,5940,4844,3945,3723,6525,6154,5829,3599,4728,5145,1490,2688,3504,13638.0
MIR-511-hsa,19497,17820,14483,15803,20226,19934,21470,12756,17121,17433,4769,13614,14239,5587.0
MIR-512-3P,4632,1050,834,925,2760,3112,3666,2101,3152,3458,1312,2392,2287,20115.0
MIR-512-5P,4709,1460,1249,961,5640,4978,4932,2635,3614,3324,9200,3569,2166,12602.0
MIR-513A-3P,1615,1680,1595,2004,2847,3338,3014,1786,2885,3458,286,530,1107,687.0
MIR-513A-5P,35,121,95,75,126,152,122,205,229,210,803,366,478,9623.0
MIR-514,4105,3919,2584,3405,3959,4125,4134,2291,3442,3613,882,2887,3215,6187.0
MIR-515-3P,2283,1628,1524,1401,1086,1092,1396,2385,3035,3519,8122,10827,7756,8029.0
MIR-515-5P,1824,2353,2188,2592,1910,2417,2398,1414,2056,2443,2161,574,765,2645.0
MIR-516A-3P,495,157,132,127,365,395,424,413,448,549,881,2559,1742,36834.0
MIR-516A-5P,2432,1068,887,1032,3186,3211,3347,1887,3092,3475,3254,2326,3083,538.0
MIR-516B,549,1208,800,908,493,313,398,996,1172,1240,2978,2049,2240,4553.0
MIR-517-star,858,883,654,669,790,813,1057,1200,1780,2035,1588,3511,2326,7401.0
MIR-517A,455,281,196,236,281,318,264,282,406,566,2041,1669,3334,9941.0
MIR-517C,749,510,331,489,526,560,613,656,747,1036,4295,3126,5114,11285.0
MIR-518A-3P,8762,3344,3025,3513,2636,3138,3880,2163,3218,3717,1847,5542,4579,1783.0
MIR-518A-5P,1582,982,796,833,1162,1164,1273,735,1061,1300,670,1161,1378,6047.0
MIR-518B,413,388,305,365,693,675,676,607,629,747,1722,1831,2387,28623.0
MIR-518C,545,548,464,643,434,212,322,328,469,530,1644,1431,1791,16434.0
MIR-518C-star,22706,8970,8432,7475,13051,12700,16759,10121,14218,21933,4139,7291,7204,5436.0
MIR-518D-3P,546,539,488,524,648,579,662,494,536,630,433,219,657,5420.0
MIR-518D-5P,9752,3517,2910,2964,5047,4602,6420,3909,5247,9051,4542,5498,6002,6584.0
MIR-518E,1257,373,186,350,236,604,434,233,488,632,165,394,341,17268.0
MIR-518E-star,5458,1746,1436,1429,2012,2001,2632,1592,2702,5511,1793,1482,1847,8045.0
MIR-518F,15163,6081,5253,6073,6362,6945,8574,5552,7980,8308,1353,4349,3279,1397.0
MIR-519A,311,205,106,159,235,245,247,217,370,288,633,1184,1422,10039.0
MIR-519B-3P,97,109,82,110,66,45,96,150,151,258,749,561,1574,15806.0
MIR-519C-3P,172,72,61,94,91,160,159,174,295,225,241,563,1055,2919.0
MIR-519D,4377,4803,3836,4622,5957,6370,6283,3904,5799,5340,2585,1428,1874,13912.0
MIR-519E,906,1117,777,789,1094,1052,1080,1564,2148,1805,5245,2427,2348,11946.0
MIR-519E-star,882,261,180,278,854,797,960,596,729,898,1534,669,834,3773.0
MIR-520A-3P,69,90,58,66,59,130,48,126,66,110,680,314,573,19592.0
MIR-520A-5P,993,780,532,550,832,787,986,1034,1312,1633,4451,4445,4642,3491.0
MIR-520C-3P,123,77,73,77,139,29,58,125,91,138,151,385,845,19852.0
MIR-520D-3P,256,346,283,334,371,463,558,483,633,730,908,1226,2218,7041.0
MIR-520D-5P,685,118,111,155,525,492,592,335,488,580,1052,696,1145,1221.0
MIR-520E,129,92,122,123,127,110,169,169,189,234,234,416,699,13849.0
MIR-520G,273,172,129,163,201,170,216,158,382,542,1168,1193,2608,6615.0
MIR-520H,359,149,137,120,142,155,160,129,240,224,255,361,1172,5731.0
MIR-521,198,170,135,229,166,232,224,151,357,307,719,631,545,6759.0
MIR-522,192,109,78,71,162,242,201,152,188,165,300,721,734,5038.0
MIR-523,263,191,135,229,168,187,173,81,225,258,278,1067,815,24970.0
MIR-524-3P,795,190,128,156,165,171,200,234,378,374,682,2696,2665,9757.0
MIR-524-5P,3471,697,652,567,2101,2285,3084,1536,3008,3649,3634,3483,3610,922.0
MIR-525-3P,8990,4682,4126,4897,4491,4317,5591,3358,4942,5451,1283,3147,1849,16353.0
MIR-525-5P,1246,809,590,712,855,831,1043,1184,1535,2203,5959,6222,6804,3875.0
MIR-526B,2262,851,865,712,953,1068,1245,1109,1452,1999,6638,5726,7164,8096.0
MIR-526B-star,5879,832,801,1171,2233,2219,2880,1913,2604,3436,926,6000,5204,1641.0
MIR-532-3P,1456,775,695,721,855,1149,1267,671,1346,1365,294,1002,951,6448.0
MIR-532-5P,308,477,315,408,376,306,589,464,573,478,2394,1587,2789,29029.0
MIR-532-5P-rno,192,258,202,290,303,299,233,243,424,446,1811,1199,2626,38594.0
MIR-539,4433,2351,1502,2031,2215,2133,2844,2644,3246,3662,7888,20677,12006,2662.0
MIR-540-3P,27565,9652,8633,9272,13093,14595,17130,10375,14421,16858,3209,7133,4675,19281.0
MIR-540-5P,176,145,137,100,124,95,203,146,208,214,420,342,351,819.0
MIR-541-5P,4972,5019,3969,4274,4245,4510,5640,5991,7738,8903,2979,16422,20039,6234.0
MIR-541-5P-hsa,496,584,447,565,566,783,703,1042,1359,1424,677,2420,3233,8495.0
MIR-542-3P,27198,9904,6633,7631,8357,8710,12506,6534,8255,9920,1927,16332,11001,13701.0
MIR-542-5P,40056,9616,8136,8331,13318,14382,19354,10163,12946,15463,1576,18472,7573,21510.0
MIR-542-5P-2,12140,7997,6824,7675,8191,8383,10246,5790,7623,8644,2863,7919,6790,21273.0
MIR-543-3P,526,188,137,169,245,187,220,357,389,384,2288,1652,1955,2592.0
MIR-544,936,391,323,322,1123,1252,1089,613,1128,967,872,899,2042,6540.0
MIR-544-hsa,1359,641,547,537,1736,1866,1759,1039,1579,1617,2110,1365,2523,896.0
MIR-545,4393,1227,1186,1422,7507,7762,7877,5168,8160,9305,1540,5718,7178,10262.0
MIR-546,1092,2,17,32,301,461,479,410,367,430,240,514,392,
MIR-547-mmu,1940,1665,1131,1332,2051,2088,2526,2743,3472,3437,4848,9396,10978,1875.0
MIR-547-rno,5704,5088,3824,5039,5588,6202,6174,3589,4912,5387,1062,3967,5109,4337.0
MIR-548A-3P,2056,779,793,883,2572,2630,2587,1558,2816,3209,1481,2445,2732,530.0
MIR-548B-3P,449,479,296,344,485,508,581,456,626,626,2956,1910,2757,3844.0
MIR-548C-3P,4787,1351,1045,1303,5343,5757,6303,3038,4028,4843,2728,3804,4681,5668.0
MIR-548C-5P,977,287,198,307,1134,1031,1157,726,862,1077,218,529,799,255.0
MIR-548D-3P,359,551,401,464,575,523,586,516,697,718,4718,2332,3575,1868.0
MIR-549,5653,2305,1261,1597,2332,2547,3400,3287,3673,4999,6036,24099,12039,8604.0
MIR-550,309,119,95,84,56,113,158,147,352,630,798,1486,2826,2353.0
MIR-550-star,533,170,152,159,226,323,255,368,327,580,2319,2285,2153,3597.0
MIR-551A,28057,22217,19520,17829,21877,21140,26288,15497,20066,19667,4986,15820,8634,21810.0
MIR-551B,28828,12004,10566,9741,17391,17768,21024,12453,17022,18039,4228,7600,4582,19516.0
MIR-552,804,527,478,589,329,381,351,287,503,731,237,497,694,9380.0
MIR-553,106,89,100,83,68,92,84,147,100,135,1039,498,599,1272.0
MIR-554,1390,1152,1036,1013,1540,1425,1800,1501,2261,2297,2517,7385,4951,10677.0
MIR-555,487,241,302,233,170,218,280,346,603,683,1787,1702,1339,4646.0
MIR-556-5P,16425,10017,8228,9073,9066,8907,10641,6392,8871,8136,2337,4697,2265,1316.0
MIR-557,6690,8624,6725,7226,8569,9000,10447,10484,12964,13734,21933,27208,29999,5291.0
MIR-558,2891,728,436,421,897,835,1285,978,1516,1794,3443,9972,4883,9167.0
MIR-559,341,375,253,302,421,377,420,207,249,412,85,275,312,6316.0
MIR-560,532,77,41,82,303,299,420,243,296,357,151,494,457,69.0
MIR-561,245,332,267,321,467,508,470,423,529,841,1324,1775,2743,1918.0
MIR-562,3624,343,258,280,2216,2183,2711,1418,1906,2406,420,1798,1484,26122.0
MIR-563,13005,1485,1383,1449,8205,8225,10277,6177,8982,10632,3078,10628,9439,37784.0
MIR-564,13703,1274,996,1223,6178,5949,8467,4717,6106,9058,1284,9446,7233,8509.0
MIR-565,18627,17246,12153,13411,9613,9031,10982,14817,19521,18434,106626,61598,27643,12485.0
MIR-566,16258,962,784,573,5553,5082,7649,3267,4169,4477,1174,7760,1777,4651.0
MIR-567,5720,1468,1283,1390,2681,2989,3898,2393,3641,4199,1652,5400,6827,1104.0
MIR-568,589,123,110,149,432,611,672,435,571,712,320,401,515,526.0
MIR-569,2053,1531,860,1108,1462,1392,1949,1658,2021,2562,1686,11695,9667,5081.0
MIR-570,19089,1447,1070,1345,4080,4231,6845,3734,4865,7048,2466,17299,7670,1342.0
MIR-571,65705,18310,13443,15035,20698,21343,28763,16021,21059,21932,3514,15743,7857,7247.0
MIR-572,2319,1190,1073,1233,1408,1567,1695,856,1024,1253,911,1336,1076,16837.0
MIR-573,79887,45393,39828,48933,46216,49048,60544,39485,53730,62082,8523,25319,23115,4554.0
MIR-574-3P,962,302,321,344,284,295,570,304,499,1005,174,507,860,26813.0
MIR-574-5P,24539,13458,10156,11584,11365,12233,16212,17045,21097,22450,19794,98638,77612,6265.0
MIR-575,13987,1620,1225,1444,6420,6634,8614,4429,6660,7477,1483,10320,6610,37640.0
MIR-576-3P,4446,935,816,626,2877,2981,3593,1942,2726,3223,591,2359,2084,2184.0
MIR-576-5P,15024,12957,8811,9551,15651,15752,15288,8285,11205,11984,5086,3670,3961,1809.0
MIR-577,42061,18672,13686,11543,24740,23999,35196,16773,19441,26042,974,10552,4539,4682.0
MIR-578,3389,3589,2633,3511,2256,2520,2571,3970,5684,5877,12739,19140,23952,6773.0
MIR-579,303,489,374,373,303,333,361,483,610,700,5296,1637,1947,8739.0
MIR-580,96909,30029,26371,28444,53390,54042,71268,41479,57166,75154,3736,33508,15696,4206.0
MIR-581,3201,2874,2113,2519,5809,5907,5983,5689,7648,8724,8393,22586,26801,4064.0
MIR-582-3P,4473,2911,1953,2288,2908,3304,3459,1796,2191,3561,1735,2444,2453,36617.0
MIR-582-3P-hsa,394,49,39,68,226,194,250,182,245,548,332,293,747,1875.0
MIR-582-5P,842,1192,1306,1026,1327,1483,1581,1681,2316,2879,3624,6019,9672,6385.0
MIR-582-5P-2,314,239,176,141,324,346,361,415,469,689,539,1501,1685,4380.0
MIR-583,1327,374,190,323,855,1019,1218,618,1128,1277,944,1000,1570,3875.0
MIR-584,19119,18977,15497,18366,23588,25896,25749,17274,24577,25077,4420,6375,11126,5639.0
MIR-585,3172,837,709,662,1097,932,1613,1082,1017,1403,487,1945,857,4466.0
MIR-586,31560,15121,11801,11581,63964,61751,60603,34316,42435,42762,3151,25002,26567,6876.0
MIR-587,2705,957,753,1014,3288,3954,3757,2292,3560,4253,1873,2967,5112,5936.0
MIR-588,9575,1230,953,1084,4287,4136,6038,3386,4345,5085,2354,6820,3827,356.0
MIR-589-star,7105,6318,5423,6335,6065,6704,8279,4305,6708,8869,1039,4865,6798,29771.0
MIR-590-3P,330,473,354,302,740,508,651,573,734,666,709,1736,1649,1469.0
MIR-590-3P-rno,430,503,320,378,794,774,682,560,811,803,916,2234,2363,4572.0
MIR-590-5P,27547,12279,10542,11879,12209,12579,16309,9809,13766,17177,2060,5947,5235,38218.0
MIR-590-5P-rno,8245,3550,3161,3807,2925,2815,3806,2313,3105,3960,892,2174,1665,7301.0
MIR-591,4114,3207,2283,2239,3801,3644,4644,3534,4440,3846,11177,16594,5691,7300.0
MIR-592,3438,1677,1367,1253,1587,1942,2365,2170,2789,3399,3833,14217,9926,12674.0
MIR-593-star,68903,8595,7093,7073,33111,33548,46570,22637,31503,39041,5700,44391,29553,2664.0
MIR-594,8484,8580,6063,6129,4712,4917,5461,7708,10303,9811,96239,15385,16211,2112.0
MIR-595,5893,4328,3197,4203,2285,2663,3171,4295,5042,6604,6073,24617,22916,13165.0
MIR-596,4348,904,737,711,1856,1877,2058,1180,1523,2276,162,455,589,25248.0
MIR-597,533,231,234,201,243,306,338,360,430,503,2629,2562,1180,28811.0
MIR-598-3P,3140,2907,2399,2128,2202,2740,2796,1409,1894,1935,1143,2168,2282,17094.0
MIR-598-3P-hsa,13170,10856,9345,8537,13911,13302,14837,7923,10623,10816,1652,6944,8082,20001.0
MIR-599,14692,2520,1995,2279,10632,10235,11396,6307,8285,8385,3412,12002,11239,2139.0
MIR-600,1137,303,249,280,1155,954,1017,692,961,1095,931,763,905,3725.0
MIR-601,390972,150445,115221,127164,172705,189770,252106,143588,181360,174431,19957,110113,68273,18931.0
MIR-602,2047,262,248,315,616,650,932,546,868,951,151,1770,1310,2976.0
MIR-603,6322,1903,1678,1572,6916,6995,7537,3943,5992,6809,3690,5000,5348,970.0
MIR-604,14417,1178,946,914,5227,4433,6724,3869,5565,6989,2273,9657,8270,22874.0
MIR-605,1445,3196,2516,2679,3593,3899,3902,2337,3015,3022,5620,6858,9071,6533.0
MIR-606,10,14,16,35,27,20,11,37,25,36,58,89,59,7448.0
MIR-607,4325,728,495,508,2718,2446,3139,1482,2253,2885,1936,3697,3591,2534.0
MIR-608,5579,3927,3262,3772,3529,3733,4773,3674,4913,5076,5151,18771,11795,18656.0
MIR-609,2487,1419,1193,996,1664,1678,2052,2043,2870,2987,7024,8933,7405,3353.0
MIR-610,49889,19447,14732,17371,17503,17732,22314,15487,20469,22868,3192,29423,19498,46722.0
MIR-611,1975,214,237,221,811,914,1226,613,897,840,750,1463,877,5821.0
MIR-612,5449,7347,5207,5701,6568,6335,8125,6963,8014,7760,30103,21330,9042,2429.0
MIR-613,16364,2346,2005,1879,11328,10793,12599,6990,9135,11632,5127,9907,8396,671.0
MIR-614,4228,2652,2494,2790,2275,2654,2971,1923,2226,2419,487,1109,701,3651.0
MIR-615-3P,932,631,566,468,750,850,866,730,986,1255,8184,4254,5349,10793.0
MIR-615-5P,69819,4032,3480,3595,13627,14599,16467,9856,12894,13067,5946,24849,14805,9765.0
MIR-616-star,99,91,53,55,87,82,76,67,40,146,847,461,412,2689.0
MIR-617,17485,2473,2187,2497,10379,10586,13607,8591,12229,13833,1931,16852,12587,20031.0
MIR-618,50,91,65,77,101,133,157,115,212,206,244,397,642,6005.0
MIR-619,707,553,447,473,753,567,789,790,1025,936,861,2770,1572,1265.0
MIR-620,381,445,271,302,290,288,340,515,567,568,486,1342,1174,7266.0
MIR-621,1231,670,523,566,657,643,834,635,749,929,2667,5134,3015,36922.0
MIR-622,4295,1445,1150,1442,5240,5208,5755,3665,5234,5735,757,4017,4943,11351.0
MIR-623,468,856,994,1069,1384,1599,1360,1172,1655,1153,2655,2471,2107,6378.0
MIR-624,132,218,154,238,156,210,293,176,269,278,948,730,1210,2780.0
MIR-624-star,16838,10189,8616,8430,10496,10536,14304,7464,10575,13587,1639,10733,10592,584.0
MIR-625,10612,989,683,840,3247,3359,4441,2671,3803,4495,894,4211,2550,570.0
MIR-626,2251,977,506,634,850,861,1316,976,1189,1646,5888,9184,4908,12752.0
MIR-627,6545,3976,3417,4131,2982,3202,4439,2502,3278,4088,462,4447,3962,14194.0
MIR-628-3P,13165,8516,6648,6942,10623,10900,14118,7027,9074,11067,1580,8165,8671,9999.0
MIR-629,2381,237,171,149,156,237,327,372,668,1352,635,9102,9479,4723.0
MIR-629-star,5290,467,322,498,1829,1805,2141,1387,2031,4293,555,4370,7407,3373.0
MIR-630,1128,793,566,692,854,870,1362,1045,1403,1731,1632,5682,5963,3560.0
MIR-631,19400,1666,1325,1319,7258,7403,10452,5780,7854,10074,3169,13421,12518,23870.0
MIR-632,7406,4069,3972,4361,4212,4792,5026,3818,5010,5329,1420,5180,4931,4434.0
MIR-633,11761,9649,6312,6586,6754,7121,9684,4766,5851,7546,2569,8424,6774,1706.0
MIR-634,1442,325,345,410,1697,1745,1826,1013,1331,1449,354,694,659,15089.0
MIR-635,5606,1236,1173,1177,4491,4215,5100,2517,3688,4345,1339,3602,2822,2241.0
MIR-636,31258,17716,15032,17121,18909,19610,20634,15290,21383,22107,4190,22491,21943,24307.0
MIR-637,840,576,394,369,513,682,722,651,985,775,2192,2976,2755,12854.0
MIR-638,2022,1469,1398,1313,1293,1490,1910,1772,2278,2178,1605,8848,7119,2306.0
MIR-639,342,213,158,185,338,308,280,311,352,314,1093,939,635,4582.0
MIR-640,460,314,354,426,409,421,510,562,900,1148,1532,1823,2966,14152.0
MIR-641,647,208,87,251,367,452,615,284,606,482,218,372,643,10156.0
MIR-642,53147,36533,28365,29309,46144,46046,49528,26401,34506,33739,12132,13923,9081,2180.0
MIR-643,4237,2891,2218,2885,3273,3727,3623,2426,3518,3700,703,1102,1286,2922.0
MIR-644,19827,3133,2523,2428,13502,13272,16048,10080,13560,14708,4441,16969,16581,11111.0
MIR-645,4838,3388,2684,2434,4384,5021,5635,3230,4129,4632,1330,3523,2217,1627.0
MIR-646,1376,108,75,96,857,792,1056,582,807,873,356,534,575,7492.0
MIR-647,26638,4572,4170,3977,17191,16314,17963,10045,13759,13785,9797,16588,9463,7845.0
MIR-648,44,36,25,30,35,26,51,44,87,120,129,260,343,6321.0
MIR-649,1791,478,517,607,1735,1984,1819,1099,1563,1401,760,1202,1504,9092.0
MIR-650,9004,720,557,602,2836,2466,3899,2053,2512,3639,1600,5273,4829,15318.0
MIR-651,9921,13073,9790,10350,18474,19099,19254,11593,15673,16098,3179,3353,4080,212.0
MIR-652,1589,1799,1256,1670,2565,2337,2451,2192,2941,2398,2051,4772,3241,3531.0
MIR-653,8243,5379,4590,4503,6714,6841,7827,4411,6148,6895,3081,2177,1831,11431.0
MIR-653-rno,12499,7359,6219,6191,10051,10099,11348,6536,8948,10039,4585,2904,2809,3455.0
MIR-654-3P,481,634,594,601,505,701,751,656,910,1115,3547,1907,2876,8416.0
MIR-654-3P-rno,472,542,522,656,551,715,631,682,1085,1146,4444,2532,3507,8440.0
MIR-654-5P-hsa,278040,23022,19297,18623,94746,89979,124264,65908,84190,95751,15525,147043,63420,5563.0
MIR-654-5P-mmu,10190,3670,2485,2516,3837,3575,5342,4365,5396,6950,7939,37172,21094,8252.0
MIR-654-5P-rno,11180,3519,2542,2938,3918,4008,5540,4781,6137,7303,12272,38335,22616,10396.0
MIR-655,316,625,288,445,422,272,368,498,730,683,5246,1361,1775,547.0
MIR-656,138,114,57,139,94,107,147,137,160,246,231,242,290,654.0
MIR-657,244848,103508,92060,93135,148540,147173,178409,95301,126736,131909,18309,60845,26545,1978.0
MIR-658,18805,10822,8186,9704,11700,12288,16566,14175,18111,17386,12074,70418,26935,6431.0
MIR-659,3468,1796,1483,1712,2123,1917,2578,1414,1992,2196,796,2146,4280,18226.0
MIR-660,5356,5247,4135,4834,6190,6733,7086,3969,5625,5817,1238,1572,1686,16477.0
MIR-661,2635,2400,1897,2162,2456,2636,3262,3180,3915,3345,9332,10458,4710,6344.0
MIR-662,6946,4428,3998,3772,6270,6596,7532,4352,5723,6353,2184,1940,1546,6976.0
MIR-663,14543,1448,1041,1438,5242,5267,6607,4168,6144,6227,2088,9187,8396,64.0
MIR-664-3P,2582,3280,2202,2270,3746,3361,3714,1934,2491,2782,1042,1563,1890,3091.0
MIR-665,102,96,81,87,119,191,217,75,181,191,299,341,412,5998.0
MIR-665-hsa,8,31,13,5,46,5,34,24,24,40,91,121,66,1918.0
MIR-666-3P,1417,590,512,640,617,817,889,659,768,903,1322,6779,3818,40197.0
MIR-666-5P,17171,3102,2814,2699,10031,10954,15362,8631,12227,13729,2207,13248,11889,3859.0
MIR-667,95768,23361,18882,17338,29781,30545,45246,21951,31667,47444,3287,20498,9282,9799.0
MIR-668,59199,8119,6411,6311,29553,31284,38320,21894,28846,33090,8308,47556,35987,5288.0
MIR-669A,5410,7518,5280,6272,3294,3964,4528,5618,7412,8207,9772,29108,33581,5575.0
MIR-669B,1625,1781,1390,1701,937,1262,1431,1978,2262,2652,5698,9324,10329,6104.0
MIR-669C,1403,2021,1588,2108,2783,2396,2969,3304,4387,4081,4867,7378,14439,3858.0
MIR-670,1774,2523,2168,2784,2220,2589,2128,1489,2161,2097,651,1394,2120,23991.0
MIR-671-3P,11049,2155,1790,1612,10791,11146,12247,6552,9548,10802,3354,8138,8094,6037.0
MIR-671-5P,8730,3023,2491,2613,3813,4273,5504,2747,3767,3868,715,2212,1907,3175.0
MIR-672,70283,38797,32273,37396,36003,39375,47213,30026,37421,37359,8218,45305,32458,3366.0
